Review
"Banyak promo jika booking service pakai ini aplikasi, tapi buat booking servinya selalu ga bisa karena jenis service nya tidak keluar pilihan paketnya. Maunya apa coba..."
"Percuma booking online, tetep aja reguler, dikerjain nya lama . . .percuma ad Aplikasi ,. . . Berharap bsa menghemat waktu, tp malah sama aja . . . ."
"Booking service nya ga berlaku, booking jam brp di kerjain nya jam brp, service kl sdh lewat dari kilometer yg di tentukan, ga bisa di pake lagi, begitu juga oli gratis nya,ujung2 nya yg harus nya gratis jadi di bayar seharga 50 rb, tau dah uang nya lari kemana?"
"Aplikasi ini sungguh sangat aneh, masa asuransi motor saya tidak ditemuk? Padahal aplikasi sebelah yang khusus Jawa Barat ditemukan tu asuransi motor saya"
"Ini aplikasi nya tidak bisa login, eror keslahan jaringan padahal sidah gangi wifi dan data juga,sudah booking... tolong di perbaiki dong"
"Maks. Km 1.000 atau bulan ke-2 (Mana yang dicapai terlebih dulu) 😱😱😱 Tolong Min,itu di ralat tulis aja di Deskripsi KPB patokanya jarak tempuh (KM). Ga usah ada kata"" laen jd aneh ga bisa di klaim cm lewat km dikit aja.(lumayan seh harga oli mesin) Maaf para suhu..sy pemula (jd pemahaman sy belum tingkat dewa). KECEWA. ga ada penjelas pihak bengkel cm bisa jawab udah peraturanya gitu.🤒"
"Aplikasi hrs ditingkatkan lagi, ketik kilometer yg sebenarnya tdk bisa diklik, hrs ketik 1000 utk kilometer nya baru bisa🤣"
"Dapat garansi service ke 2 gk dapat gratis ganti oli dan tdk dijelaskan knp, gpp sih cuman klo bisa pelayanan nya ok in masa dapat garansi service + bayar ganti oli cuman *12 menit selesai*, gk dibersihkan saringan dll klo gk bisa ke cover gratis dan garansi gk berlaku krn satu dan lain hal, bayar saya bisa kok, jgn baru dateng langsung dikeluarin gitu aja, ahhas daan mogot"
Sangat kecewa sekali ..service yg ketiga Angus ..trus lngsung pke service yg ke 4...kemarin tggal22 April 2024..sy service di mutiara taman palm(JB) Cengkareng.kasirnya yg cewe mana judes ..ditanya antriannya tggal brpa lagi ga disautin ...dan yg paling parah ..ternyata yg service gratis itu diblakangin..klo yg service biasa..pada baru datang lngsung di naikin dikerjain ..sy liatin terus ...sampai sy tggu hampir 3 jam ...pdhal yg service gratis cuma ada 3 papan /tumpukan ..tapi ko lama bgt ..kcw
Bagus pelayanannya dan cepat top deh
Pelayanan dan melanik sangat baik dan profesional
"Aplikasi nya gak bisa ya buat ganti jadwal service, gagal menyambungkan terus, entah salah di jaringan hp saya atau bukan, udah ganti jaringan internet tetap sama"
"Fitur layanan chat nya tidak bisa. Selalu ada notif ""terjadi kesalahan"". Sehingga saya sulit untuk bertanya perihal servis dan atau ada komplain agar bisa dapat respon yang cepat"
Aplikasi ini bener bener sangat membantu sekali untuk kita booking service. Jd kita bisa menentukan waktu sendiri kapan kita mau service dan untuk pelayanan semua montir² honda luar biasa baik dan ramah ramah
aplikasi terlalu berat udah kaya aplikasi game aja.. mau perbaharui data motor atau ganti identitas motor aja susah gak bisa bisa. anehh.. tapi servis disuruh pake aplikasi wanda.. Nob
"Sangat membantu pada saat servis motor progresnya bisa tau sampai tahap mana, intinya sangat membantu."
"Aplikasi sangat membantu , pelayanan honda motor karang mulya juga sangat bagus , sangat menbantu dan sangat jelas untuk penjelasannya..."
"Good service petugasnya juga ramah² , aplikasinya juga membantu untuk booking jadi ga harus lama² nunggu antrian mantap pokoknya"
"Pelayanan nya mantap,dan service pelanggan pun dimanjakan dengan baik. Ok lah pokoknya"
Aplikasi terbaik sangat membantu memudahkan administrasi seperti booking service 👍
"Ter sistem jadi lebih jelas, bisa cek dmn ajah, bisa booking dulu dan kita bisa estimasi kan kehadiran sehingga tdk menunggu terlalu lama."
"Pelayanan yg baik dr AHASS Clara Motor dan sesuai booking service dr Aolikasi Wanda, service yg bagus dr teknisi an.Doni yg dpt memberikan penjelasan yg baik terkait sparepart yg memang butuh diganti. Ruang tunggu nyaman walau tidak ada AC, bisa dapat air mineral dan kopi, dan dpt sepotong roti manis juga..Trima ksh AHASS Clara Motor."
"Apk nya membantu banget, bagus dan sangat mempermudah. Bintang 5 pokonya"
"gk efektif, aplikasi lebih ke masalah service dr pd hal lain sprti dokumen pembelian. Aplikasi sampah, google play lbh baik hapus dr daftar"
"Aplikasi bagus membantu, yg di sanyangkan mekanik nya aja..."
Coba montir lebih teliti lagi masalah mur dan baut....body motor gw pada copot ternyata ga ada mur nya...parah
Urusan service honda Motor disini solusinya. Tanpa antrian langsung di kerjakan sesusai antrian nomor gak perlu cape cape jelaskan. Karena di sini tertera keluhan kalian selama motor anda kurang sehat akan di perbaiki dan di kerjakan dengan baik. Terima kasih wahana honda Motor. Salam satu hati
"Sangat baik, pengerjaan cepat layanan ramah"
"Saran service baiknya dinfo juga nilai km nya jangan hanya tanggal, gartis oli saya jadi hangus hiks..."
Terus Peningkatan perbaikan + Banyakin Promo & Tingkat kan Fitur
Aplikasi Cacat error terus setiap kali mau booking service
Untuk aplikasi nya lumayan gampang di pahami ... Hanya saja perlu di upgarde lagi. Karena masih ada bug... Terimakasih
Ga ada ngaruh2nya pake aplikasi ini. Tetep ngantri2 juga. Budaya orang indonesianya tetep ga ilang. Siapa cepat yang duluan. Intinya nyesel lah nginstal & pake aplikasi ini.
Min numpang tanya.. Kalau servis beda provinsi gimana misal motor plat f servis di jakarta bisa gak min.. Terus kalau daftar apakah harus daftar aplikasi ini harus pakai KTP yang ada di stnk
"Bagus aja ga , pertama pakai aplikasi saya pikir ribet eh pas biasa ternyata sangat membantu sekali"
Sangat membatu dan mempermudah layanan
"Aplikasi berat , daerah bogor kota gak bisa. Jangan anggap remeh kritikan."
Layanan dan kualitas service mantap
"Aplikasinya sekarang cuma bisa digunakan utk motor keluaran baru, motor saya keluaran thn 2009 sdh gak bisa, padahal th 2022 msh bisa booking"
"Aplikasi apaaan ini...ngebug terus mau servis aja susaaah,udah boxing kode boxing udah nongol buat besok...eeeh pas dibuka pada harinya malah muteer2 ngk bisa aplikasi,klo belum mampu bikin aplikasi ngk usah maksa laah,mending kaya dulu aja pakai bukuu...,perbaiki laah,bikin kecewa aja,"
"Sangat puas dengan ada saya bisa jadi bagian dari wahana honda , smoga wahana honda ke depan nya bisa memberikan pelayanan yang lebih baik lagi Sekali lagi SAYA sangatlah puas pengajuan di SINI. Terimakasih untuk semua"
Pelayanan ok Tempat strategis Nunggu servis sambil nyemil n ngupi gratis Harga bersaing Terbaik pokonya
"Hmmm aplikasinya tidak akurat, mau booking service motor, AHASS yg di sekitar saya tidak terdeteksi, malahan yg terdeteksi jauh di dari Rumah. Apk parah!"
Saya ambil service gratis yang ke 2 Boking via online jam 10.30.mulai motor diservice jam 13.30.yang bayar tunai/cas langsung dilayani.datang jam berapapun.gratisan service 4 kali baru dipakai 1 kali diapliksi dibuka ternyata udah dipakai semua.saya tanya sistem error.ini gratisan service saya udah dipakai orang atau bagaimna ya?
"Service jadi mudah gak perlu tunggu lama, ramah banget orang-orang nya, harga seperpat juga murah harganya"
"Pelayanan sangat ramah,Tempat stragegis"
"pelayanan ramah, peralatan lengkap, proses pengerjaan cukup cepat, lokasi strategis. hanya kurang ada interaktif dari pihak Honda ke customer nya ajah. tetap semangat, sehat dan sukses selalu🙏🏿🙏🏿🙏🏿"
Good service nya dan ramah ramah pelayanan nya .aplikasi nya bantu banget buat yg pnya waktu libur sehari...jadi gak repot2 antri udah terlayani
"Gara-gara ada Aplikasi ini menghambat service gratis saya ,udah gitu transfer motor udah satu bulan tidak di acc-acc padahal udah 4 kali buat"
Baru merasa puas service di lancar motor.. setelah berpetualang Ahass ke Ahass..baru Nemu service yg tepat.. yaitu di Lancar motor.. saya merasa puas service dengan mekanik yg bernama Bagio.. terimakasih
Promo d aplikasi tidak sesuai dengan yang berlaku dilapnagan/tmpt service Percuma booking via aplikasi utk dpt promo/plyanan yg lebih kl d lpgn tdk sinkron
"Aplikasi jelek buat motor honda garansi, gratis oli KPB3 dan KPB4 kaga bisa di booking. Error terus.... Sengaja apa kg ni yee...."
"Bintang 3 dulu, soalnya untuk pembelian spare part di Wanda, item gear box gambarnya tidak tampil, jadi bingung yang bener yang mana gear box buat motor honda supra"
"Service Cepat, tempatnya Nyaman dan strategis."
sangat membantu Gak perlu antri
"memudahkan booking waktu service, gk perlu menunggu lama saat dtng ke tmpt. Dan bnyk jg promo menarik."
"saya daftar untuk service di Margo MM Ragunan dan saya sampaikan keluhan, nanti keluhan akan disampailan ke mechanic. Tapi sampai motor selesai, tidak ada mechanic yang konfirmasi. Dan saya ga tau siapa mechanicnya."
"Tolong yang service jangan anak magang. Klo mekanik pada mau makan gaji buta, mending gak usah kerja. Gearbox gw rembes. Injector gak dibersihin, padahal biaya servis gak murah."
Menurut saya aplikasi nya sudah lumayan bagus untuk melakukan service (booking online) dapat mempersingkat waktu. Untuk selama ini saya melakukan booking service aman aman saja dan tidak ada kendala. yang harus ditingkatkan lagi yaitu kinerja kecepatan dari aplikasinya karena terkadang suka lama untuk di akses/saat masuk ke menu lain. ohh iya untuk fitur sparepart boleh ditambahkan lagi gambar² nya jangan hanya judulnya saja. semoga kedepannya bisa dikembangkan lagi fitur/kecepatan aplikasinya.
"Aplikasi lemot, masuk kesalahan koneksi, padahal jaringan lancar, aplikasinya aja lemot, wahana honda motor metro ribet banget, kudu check in, minta harus scan barcode, kalo mau check in dan scan barcode dll, minimal aplikasi nya gak lemot lah, ini aplikasi lemot, apa apa serba lama di aplikasi nya"
"Booking servis pakai kpb, baru pertama kali malah langsung ke kpb IV. Sistem aplikasi otomatis yang gajelas jdinya kpb I II dan III nya hangus. Sempat ditawari bengkel nya untuk batalkan/diamkan dulu lalu booking servis lagi besoknya supaya bisa pakai KPB I, tapi di aplikasi terlihat notifikasi ""Servis sedang berjalan"". Hal ini membuat konsumen kurang percaya terhadap bengkel tentunya bisa merugikan bengkel kalau kurang rasa kepercayaan hanya karena sistem aplikasi yang tidak jelas. Tlg perbaiki"
"Sangat mengecewakan, service gratis ke 3 tidak bisa digunakan karena sudah melewati KM maksimal 13.000, padahal KMnya hanya melewati sedikit dan belum melewati bulannya. Lalu kalau kendaraannya dipakai terus untuk perjalanan jauh setiap hari dan dengan waktu kerja dari pagi sampai malam bagaimana? Mungkin akan lebih tepat kendaraannya digunakan oleh orang dengan waktu pekerjaan yang fleksibel, bisa datang ke bengkel kapan saja. Sangat membuat kecewa."
"AHASS M3 Tangerang: pelayanan baik, waktu servis cepat. Ruang tunggu AC agar difungsikan kembali, untuk menambah kenyamanan konsumen. Kedepan aplikasinya mungkin perlu selalu diupdate, sebagai contoh tidak perlu lagi hardcopy seperti Form Service, Nota penjualan, dll. Semua kalo bisa sudah ada histori & laporannya di aplikasi Wanda, jadi aplikasi bisa lebih optimal, dan tentunya lebih praktis karena sudah online."
"Tolong dibenarkan dulu aplikasinya baru rilis updatenya, bug pembayaran masih ada, dah setahun kali ni bug masih blm difix, masa kurang lebih setahun masih belum nemuin penyebabnya?? Udh gtu abis update ni mau cek booking servis loading detailnya lemot parah, sangat tidak proper"
"Apk habis di perbarui malah makin buruk. Mau masuk malah kesalahan jaringan terus,padahal kecepatan jaringan bagus. Mau booking untuk kpb 1 jadi tidak bisa,padahal km sudah melebihi batas. Kpb 1 hangus gara2 apk nya kaya gini. Kecewa sekali."
Pealyanan yg sangat ramah dgn tmpt yg sangat nyaman 🥰🥰🥰
"Sungguh ribet, ni ga bisa minta tolong orang lain untuk bawa ke bengkel, nyesel punya motor sayap sebelah. aplikasinya juga sangat lemot."
"Terbantu dengan adanya aplikasi ini,,,kita tinggal daftar sesuai kilometer motor dan yg diinginkan,,,kita ga perlu datang langsung untuk booking good TKS 🙏"
wanda aplikasinya mudah dipahami dan praktiss
Lokasi terjangkau strategis pelayanan okeh ruang tunggu + minum adavyg terbuka ada yg AC orangnya ramah melayani penuh kasih
"Aplikasi lemot, mau boking service aja berjam² loading nya, sudah pakai WiFi masih lemot, dan parah nya service reguler tidak muncul pilihan nya, sangat kecewa!. Tolong dong kalo memang tidak support aplikasi nya balik lagi ke manual books. Jadi buang² waktu ."
Untuk service nya hanya service ringan saja yang mendapatkan potongan dan untuk service CVT dia tidak motong. Untuk booking nya tidak langsung sampai ke alamat tersebut jadi harus menunjukkan terlebih dahulu. Untuk mekanisme booking seperti ini harus nya sudah muncul notif pada program di komputer bengkel tersebut dan ketika datang langsung di kerjakan dan potongan program tersebut lebih baik langsung motong seperti dapat voucher nya secara langsung..tingkatkan lagi yah!!
Percuma boking tapi pelayanan urutan reguler... mau menghemat waktu malah jadi molor waktunya..
"Aplikasi aneh, untuk servis gratis kan dengan jelas tertulis mana yang TERCAPAI lebih dulu kilometer atau bulan, nah pas kilometer sudah tercapai atau terlewat dari intruksi malah gak bisa di pakai servis gratisnya !!!"
Mantap sangat membantu lebih cepat dan mudah
Ribet mau service aja di bikin ribet..aplikasi nya sering nge bug..gak jelas..mending service secara manual aja..gak ribet cuma bawa buku doang..kalau mau aplikasi nya di perbaiki dong..di bikin lebih bagus..jangan nge lag terus
"Aplikasi payah gak guna, masa mau booking servis pencarian di maaps ga bisa dibuka, sampai nanya ke orang ahas nya tetep aja gak bisa malahan bingung sendiri orang ahasnya, terlanjur dah dateng yaa terpaksa bayar pribadi... Sangat2 kecewa sama ni aplikasi 👎👎👎👎👎"
Aplikasi nya bagus banget top markotop 👍🫰🙂
"Pesan service jadi mudah, good"
Saya tidak mengerti katanya menggunakan aplikasi ini bisa mempermudah dan mempercepat tpi faktanya malah menghambat aplikasi sering lemot padahal jaringan bagus udh 2 kali servis disini pake wahan Honda 2 2nya lemot ketika mau konfirmasi check in. Tolong balikin aja ke buku manual
Dengan adanya APLIKASI WANDA saya penguna motor honda kalo mau servis lebih mudah.. Ada aplikasi ya langsung boking tidak pakai antri lagi mantapp
Lebih mudah dan praktis buat servis motornya 😁🙏
"Aplikasi ini bener bener memudahkan banget, mulai dari tampilannya yang gampang dipahamin, fiturnya yang lengkap, ada quiz, poin, voucher, berita, komunitas, bahkan katalog sparepart, oli, aksesoris juga adaaa, di aplikasi ini juga kt bisa liat bengkel terdekat dari tempat kita❤️"
"Motor Service jadi ribet , System' ini sepertinya belum siap menerima banyak request akses, Krn berkali-kali saya coba check KPB kok system lama loading nya, terus setelah beberapa lama hasilnya ""tidak ada KPB"", padahal saya baru servis pertama kali untuk motor baru. Coba itu developer nya suruh nambahin index pada tabel KPB , dan WHERE nya pakai expression kondisi sesuai urutan indexnya. Coba Wahana ga cuma bikin system' tapi ga siap untuk ribuan user. Perbaiki itu server loading biar cepet."
Aplikasi Wanda sangat menguntungkan karena selalu ada diskon di setiap booking service untuk pembelian sparepartnya
"Aplikasi yang sangat membatu pelayanan service lebih cepat,membatu pelayanan yang terbaik"
Setiap mo login berat dan Lola dan banyak bugs aplikasinya tolong perbaiki lagi
"Pelayannya bagus ,utk service motor nya jg bagus ,promo"" nya jg ok"
"Pelayanan yang memuaskan, mekanis ramah, waktu servis cepat"
"Pelayanan baik dan ramah mekanik nya juga detail untuk penjelasan nya,tempat nya strategis thanks"
"Semua fasilitas bagus,servis bagus,dapat ruang tunggu yg full AC,disediakan cemilan,kopi,teh,dan wifi gratis.bagi perokok klo mau merokok sambil minum kopi,bawa kopi nya keluar gedung yah."
"Ternyata kalau kita sudah bisa menggunakan aplikasinya ini, sangat lancar dan hampir tidak ada kendala."
"Ini aplikasi kenapa ya, awalnya sering gabisa masuk aplikasi (ngeloading terus). Terus saya bersihkan data aplikasi dulu, pas mau login ulang gabisa-bisa masuk. Tolong diperbaiki dong untuk aplikasinya. Katanya mau serba digital, tapi aplikasinya sering eror. Saya mau booking servis, karna jadwalnya udah dekat. Tapi mau booking susah begini."
"Masih suka freeze/menu nggak bisa keluar,mohon perbaiki🙏"
Membantu utk yg jarak tempuh dan waktu terbatas agar bisa booking sebelum datang
Udah 2 hari daftarin motor..tapi masih dalam proses juga..gmn mau service caranya ..
"Apa yang ada di aplikasi, gak pernah bisa di realisasikan oleh bengkel. Di Aplikasi Banyak Promo, Tapi Gak Bisa Dipakai Karna Bengkel Menolak Dengan Alasan Apa Saja. Kalau bukan Karna Servis KPB, Males Pakai ini..! Lebih Baik Uninstall...!"
"Alhamdulillah semua lancar, ga ada masalah. Mekaniknya berkualifikasi sesuai bidangnya, perawatan motor terjamin. Bisa rekomendasi item service juga, jadi bs atur budget. Sy senang krn selalu diingatkan saat wkt service via WA, jadi ga kelewatan jadwal service. Maklum sy pnya 2 motor jadi urutan servicenya bisa lancar per 2 bulan."
Aplikasi Lola Claim service gratis ga bisa HR Minggu Hari biasa cuma ada di jm 8-9pagi Lebih baik ga usah di ksh gratis service Saat pengambilan motor baru Payah
Perlu di pentest rutin ini akan aplikasi selain respon dan maintenance acces perlu perbaikan
"Pelayanan sangat baik, Mekanik profesional"
"Payahni, udh di kasih penilaian malah pelayananya lelet, stnk udh jadi dri tgl 3 bkanya langsung di info malah ga ada info, ga bklan di info klo ga di tanyain, tau gtu kan bsa di pake buat pas lebaran ni motor"
Mntp pelayanannya ramah sekali dan jga ada free kopi jdi nungguin servis ga bete.. Thank you
Pelayanan cepat dan ramah
"Puas, pelayanan bagus dan cepat"
"Datang service tetapi kebanyakan suruh beli spare part, kalau gak rusak ya jgn suruh beli bro"
Terima kasih banyak untuk kualitas service nya yg baik
Service dan pelayanan sangat baik
Pengalaman pengguna pertama baik detail dan user friendly appnya
Pelayanan baik dan ramah
Ruang tunggu baik Kecepatan pelanan sangat baik
Mantab service cepat teratasi.
Servis nya cepat penanganannya
Aplikasi yg membantu buat service ga pake tunggu
"Sangat menyusahkan ketika pindah area yang setiap area berbeda aplikasi ada yang pake wanda honda, ahass, daya auto, dan apalah. Jadi ketika sudah mau booking dan ternyata gabisa di salah satu aplikasi dan saya inisiatif untuk langsung ke bengkel honda dan ternyata gabusa langsung servis dan harus daftat di aplikasi baru lagi dan parah lagi harus H-1 untuk booking. Dikata waktu customer banyak buat ngurusin ginian dan kenapa ga pake satu aplikasi terintegrasi sih."
Sangat bagus dan memberikan pelayanan yang baik
Pelayanan ramah dan ruang tunggu nyaman
"Sangat disayangkan aplikasi tidak berjalan lancar, tidak bisa login gagal terus, internet wifi lancar, internet data lancar, sudah gunakan keduanya tapi tetap tidak bisa login, tolong diperbaiki agar kedepan wahana honda lebih baik lagi, masa wahana honda sebesar ini tidak menjaga aplikasi lebih baik lagi....WANDA DI UPDATE udah banyak bug tuh."
"Staff nya ramah.. Fasilitas ok. Lokasi strategis ada kopi, teh, dan air mineral"
Cepat dan pelayanan sangat memuaskan
"Sangat terbantu,dgn aplikasi ini,mudah dan cepat"
Pelayanan dan kualitas sangat baik
